DATE,LIBERIA,EGYPT,BERMUDA,UNITED STATES,ARGENTINA,SWAZILAND,NORFOLK ISLAND,NEPAL,BAHRAIN,INDONESIA,EL SALVADOR,BAHAMAS,AUSTRALIA,KENYA,CROATIA,SOUTH KOREA,GAMBIA,AZERBAIJAN,LIBYAN ARAB JAMHIRYA,KUWAIT,MALTA,SWEDEN,BRUNEI DARUSSALAM,URUGUAY,CENTRAL AFRICAN REPUBLIC,DOMINICAN REPUBLIC,ROMANIA,JORDAN,CHINA,REUNION,AUSTRIA,BELGIUM,NAURU,BRAZIL,ICELAND,ALGERIA,LEBANON,"VENEZUELA, BOLIVARIAN REPUBLIC",VIET NAM,BURUNDI,SOMALIA,SINGAPORE,ZAMBIA,TAIWAN,UGANDA,ALBANIA,UKRAINE,YEMEN,TURKEY,CHILE,NETHERLANDS,GERMANY,LITHUANIA,ESTONIA,UNITED KINGDOM,HONDURAS,FIJI,NETHERLANDS ANTILLES,SUDAN,RWANDA,GUATEMALA,MALAWI,MYANMAR/BURMA,WALLIS AND  FUTUNA,ECUADOR,BOSNIA AND HERZEGOVINA,MALDIVES,IRELAND,PAKISTAN(EPZ),ANGOLA,SWITZERLAND,SYRIAN ARAB REPUBLIC,ZIMBABWE,SLOVENIA,TUNISIA,HAITI,BAHRAIN/KINGDOM OF BAHRAIN,OMAN,COSTA RICA,FINLAND,ITALY,PHILIPPINES,NICARAGUA,AFGHANISTAN,TOGO,FRANCE,SPAIN,PARAGUAY,CYPRUS,GUYANA,MOZAMBIQUE,JAPAN,"HONG KONG, CHINA",YUGOSLAVIA,ERITREA,CONGO,DENMARK,COLOMBIA,CUBA,ETHIOPIA,BULGARIA,BANGLADESH,NIGER,DJIBOUTI,CZECH REPUBLIC,KAZAKHSTAN,CAMBODIA/KAMPUCHEA,BOLIVIA,SLOVAK REPUBLIC,MEXICO,TURKEMANISTAN,GUINEA,PANAMA,NORTH KOREA,CAMEROON,MADAGASCAR,SRI LANKA,IVORY COAST / COTE D'IVOIRE,PAPUA NEW GUINEA,ANGUILLA,KYRGYZSTAN,COMOROS,MAURITIUS,TRINIDAD AND TOBAGO,PERU,THAILAND,NORWAY,GHANA,SEYCHELLES,TANZANIA,IRAN,RUSSIAN FEDRATION,NAMIBIA,UZBEKISTAN,SENEGAL,NIGERIA,SAUDI ARABIA,INDIA,GREECE,BOTSWANA,QATAR,CANADA,BENIN,PUERTO RICO,MALI,JAMAICA,HUNGARY,IRAQ,EQUATORIAL GUINEA,POLAND,MOROCCO,BELARUS,SURINAM,UNITED ARAB EMIRATES,LATVIA,SAINT KITTS  AND NEVIS,LESOTHO,SOUTH AFRICA,PORTUGAL,NEW ZEALAND,MALAYSIA,ARMENIA,BARBADOS,BELIZE,CAYMAN ISLANDS,CHAD,EAST TIMOR,EUROPIEN UNION,FRENCH POLYNESIA,GABON,GEORGIA,GRENADA,GUAM,HEARD ISLAND AND MCDONALD ISLA,LUXEMBOURG,"MACAU, CHINA",SAINT LUCIA,WESTERN SHAHRA,GUADELOUPE,UPPER VOLTA/BURKINA FASO,MAURITANIA,SAO TOME & PRINCIPE,FALKLAND ISLAND (MALVINAS),SIERRA LEONE,MONTSERRAT,TONGA,CAPE VERDE,SAMDA/SAMOA,FAEROE ISLANDS,SERBIA,MARTINIQUE,VIRGIN ISLANDS U.S.,AMERICAN SAMOA,ANDORRA,ARUBA,COOK ISLANDS,MOLDOVA,MONGOLIA,ANTIGUA AND BARBUDA,GREENLAND,ISRAEL,GIBRALTAR,NEW CALEDONIA,LAO PEOPLE'S DEMOCRATIC REPUBL,MAYOTTE,VATICAN CITY/HOLY SEE,CHRISTMAS ISLAND,KIRIBATI,SAINT PIERRE MIQUELON,TURKS AND  CAICOS ISLAND,TOKELAU,BHUTAN,TAJIKISTAN,REUNION ISLAND,FORMER CZECHOSLOVAKIA,TUVALU,VIRGIN ISLAND BRITISH,PALAU,SOUTH GEORGIA AND THE SOUTH SA,SAINT HELENA,BRITISH INDIAN OCEAN TERRITORI,MYANMAR (BURMA),SOLOMON ISLANDS,MACEDONIA,LIBYA,TRINIDAD,EQ. GUINEA,PAPUA NEWGUINEA,LAOS,KIRGHIZIA,TADZHIKISTAN,UNITED STATES MINOR OUTLYING I,YT,"MICRONESIA,FEDRATED STATES  OF",BOSNIA,SVALBARD AND JAN MAYEN,MARSHALL ISLANDS,FRENCH SOUTHERN TERRITORIES,SAO TOME,LIECHTENSTEIN,KURDISTAN,BOUVET ISLAND,FRENCH GUIANA,SAN MARINO,MONACO,PALLINN,NIUE,SAINT VINCENT AND THE GRENADIN,VANUATU,"TANZANIA, UNITED REPUBLIC OF",KOREA REPUBLIC OF,GUINEA BISSAU,POLANO,TAIWAN/SEP CUSTOMS TERRITORY O,KYRGYZ REPUBLIC,PAKISTAN,CAMBODIA/KAMPUCHEA DEMOCRATIC,"CONGO, DEMOCRATIC REPUBLIC OF",KAZAKISTAN,IRAN (ISLAMIC REPUBLIC OF),"YUGOSLAVIA, FEDERAL REPUBLIC O","KOREA, DEMOCRATIC PEOPLE'S REP",UKRAINIAN,CONGO REPUBLIC OF,FORMER YOGOSLAV REPUBLIC OF MA,TAJIKISTAN/TASMANIA,KYRZYGHISTAN,GERMAN FEDR REPUBLIC,DOMINICA,PITCAIRN,"MOLDOVA, REPUBLIC OF",MONTENEGRO,MACAO,CURACAO
7/1/11,1449065.14,3332846.66,6672.97,107576143.5,366945.28,764.38,,49166.7,,7362389.33,2149.99,,4705175.68,25679458.43,236914.38,19871328.53,172507.81,370218.18,15000.04,8977520.33,129863,6760262.64,17944.61,340097.36,,204142.53,1551691.97,632415.72,23863797.6,4776.99,1991305.96,27300202.39,,2449271.39,,1248459.41,677300.66,748023.11,8291450,,6040546.58,6821585.8,67662.36,5420241.08,108527.24,20731.76,625847.78,4865074.52,20738241.38,1665485.95,27307913.96,61988505,628411.83,440077.49,58600016.66,,34769.47,,1213863.98,278505.89,96977.2,40871.28,420376.94,,348764,29385.08,477696.35,1880623.94,5833192.91,21717.38,1063290.93,456122.01,236353.7,370684.87,1357888.41,5006.3,4123238.99,13089518.35,31083.16,2837144.71,22232918.09,1324693.59,1305.89,204499307.8,,22332756.82,22823248.2,12323.42,83307.16,16123.71,1094182.06,4868176.27,12288759.93,4849.77,,272427.83,5044448.91,1272134.34,13373.46,248065.29,236448.29,11785069.59,43362.4,5482612.71,1188862.62,104751.76,485331.73,201762.63,73864.59,2972283.17,24220.35,2267562.44,635140.91,,330067.6,1939289.61,15166680.54,564391.44,4200,,40959.77,1501119.07,1726046.31,13356.81,320598.42,3052450.65,2439108.92,206399.95,132303.93,872777.5,13942037.34,5015638.35,105240,26540.19,387425.61,700242.2,21170321.48,13208572.3,2138640.26,91319.28,9317445.71,7844316.08,324980.51,,21800,80803.92,266901.88,4475234.45,,2721026.45,408830.32,153382.13,4068.22,244237623.3,222252.93,,234377.37,7068520.14,1250903.25,1269471.58,13009770.22,13725.1,15758.87,3315.56,1009.98,,,,,,188439.12,3566.98,,,18416.81,,,1000,,,296536.84,,,429945.96,,,27700,,,56723.7,,,,,2328,,42009.24,22552.32,,,,,,28852.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,10816.21,,12150.6,,,699.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/11,3264677.11,6947264.35,23259.44,120777608.3,1600436.3,7150.88,,218661.85,,7642419.56,9894.44,,7403048.92,12459768.52,267737.45,16963056.21,503740.01,37258.03,,5551657.83,8431.38,7407712.2,517,210529.3,,509716.38,1188264.29,1472557.39,34680498.41,114501.09,1252027.29,22701715.58,,3008628.6,3502.75,1174876.56,667093.85,941579.76,6366250.16,3486,10686256.65,2264228.44,11222.29,2778886.76,176343.65,13449.99,1073006.68,8856719.98,21160479.88,1458991.81,21153624.41,65428995.64,784988.54,89392.7,64925563,72087.9,34096.79,,1391115.35,16189.41,323234.26,28029.28,521359.96,,217649.36,27186.95,367048.05,2783137.81,6168690.27,432559.46,897628.44,198048.7,81930.64,654015.22,745571.01,127241.75,3020700.76,9658356.6,40566.06,2633275.08,24307755.3,1027992.35,10368.86,153944094.4,136381.7,24731196.45,30751649.59,353757.77,103996.31,2842.97,2074700.1,6687947.83,11618119.37,,,134967.17,5773697.55,590928.62,18603,868889.47,361836.05,12745512.87,18416,1193897.92,1143121.93,319249.24,936644.92,18370.08,223593.14,2741115.26,9995.6,479349,693958.67,,284150.04,2708173.02,8772340.37,17036.29,9718.71,,9045.99,1305520,2185709.67,152848.53,979354.76,4842416.75,2420721.04,144031.94,58104,632148.52,9904294.29,6297500.17,,77846.17,68205.22,1364306.74,20786741.19,24442670.68,2042646.64,58246.9,7263760.1,11570055.01,2426093.6,40310.1,4927.71,82549.68,766884.41,7147047.65,,3192723.2,565704.67,,,184028537.5,872733.27,,,8441339.95,2418755.14,1390547.71,14576578.39,9489.61,1943.99,,,,,,,,171365.43,,,,5403.07,1566.05,,,,10500,297046.62,18090,,625417.01,,1608,,,,64859.46,56760,,,,,,13910.33,,,,,1103.14,,23883.3,,,,,,16048.68,,,6992.89,,,,17999.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/11,787410.83,5508582.56,4234.99,130277133.2,2139570.67,56279.32,,193794.07,,10907032.85,56084.84,,5202279.4,5581774.58,342371.75,,926066.77,64669.86,8734.97,4322971.53,77001.17,3947002.81,28520,375822.15,,184924.16,765179.41,255229.15,27320723.31,110116.3,761504.53,19426030.6,,2331686.99,33687.33,707489.52,600447.45,646690.83,4969310.47,13200.15,4924477.62,2215989.48,52663.54,,167530.82,32089.65,,5037617.09,19412315.29,1490087.04,13651810.54,39046743.99,1078513.52,399076.69,53581640.73,208797.55,181237.03,,1136284.97,3144.94,439364.15,142599.1,687463.47,,337143.29,11331.52,292959.12,2198859.55,,1052486.46,680559,127321.29,188710.47,769099.83,525273.72,140090.01,2915803.25,13252956.97,165222.18,2063907.82,22012671.16,1288755.38,150632.23,160012990.5,840710.26,13827821.43,19052751.76,147362.48,185582.53,21482.69,1108443.67,21316539.08,9696130.9,,,,3273682.38,552249.41,128565.55,43829.12,430663.27,14979832.45,,1200804.15,1960773.18,,,19393.11,211353.35,2608319.49,,537107.89,194640.42,,234774.84,2081922.98,9422063.7,298819.28,1693.27,,,1252455.99,1434176.58,154426.74,1475631.52,1556052.93,1889141.16,138334.53,145279.66,,,4370336.31,3976.6,85689.25,58892.11,1002607.25,17210875.76,15989742.79,2442954.28,183219.7,10238177.61,9792464.38,673737.38,9150,6100.02,20523,230829.3,3675076.37,,,832021.15,44378.11,,108383138.7,732141.64,,356620.24,10455411.72,3309842.98,1309536.86,12329596.86,,4971.95,3699.95,5645.99,7354.98,,,28570,,316102.81,2500,3672,,12073.25,5084.67,,2807.99,19319.37,8340,294268.62,,,479354.91,,,,,,67562.98,56760,,,,950.98,,4897.08,,,,,,,,6999.79,,,,,,,,,,,,5134.77,,,,,,28049.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1451012.48,25418172.28,671780.75,2361781.33,1591292.68,8972.24,5418653.35,767253.34,118220,175752.83,8559183.34,75101.02,1803.97,1217076.96,96201.49,,,,,,,,,,
10/1/11,716205.38,12743563.14,3211.98,241226017.2,3615644.43,5739.55,,146630.14,,8105697.78,533180.88,,8212060.17,10531743.85,649546.21,,181815.88,1116180.39,114705,5119185.54,90036.27,6593070.52,36410.98,1013018.05,,247594.85,1982442.96,2458264.62,34774120.16,194130.14,1468537.95,37734914.54,,5368704.13,28486.43,1774771.07,2185536.26,1951167.11,7409513.04,38448.06,3499106.84,2771824.88,3737.06,,196027.98,76525.19,,6087537.79,28701871.27,4128973.83,34639482.25,59186323.14,2471586.23,1544016.53,86664715.45,206525.77,100893.69,,1715397.14,9419.73,596979.48,900178.53,358523.82,,449835.38,440,368021.56,4425389.97,,1978633.55,1154460.21,1759809.85,608643.68,1807939.48,899870.48,86354.58,3941471.53,14063299.53,168174.43,2741713.29,45819340.14,1479579.51,403458.45,135681302.7,846134.4,29848219.38,39924732.24,571607.75,363092.39,7266.63,9172057.55,6907969.2,13553103.96,,,,5195407.46,2947446.76,154478.54,297765.15,1655415.21,16575360.6,336588.92,4634496.27,1759429.91,,,20750.42,439464.04,6429485.59,78919.92,367962.22,1174457.83,,1030236.2,12014890.99,12963976.79,7967725.51,11454.99,,,2265002.32,3540453.61,297393.6,2572437.95,2667820.7,3355870.18,1119501.35,88874,,,11263222.27,457561.28,273226.6,1294182.32,2439859.82,25164807.74,17097249.33,5057569.16,201845.78,10818766.34,18791991.13,3736493.28,369023.09,10809.69,60274.38,1253414.1,5982221.86,,,2195477.79,38501.33,,161011091,1300811.03,,293261.22,18986471.12,8967202.64,2535484.23,10676720.46,11875,7273.98,2809.78,,,9525.18,,,201976.05,1234927.63,,,,27572.4,4836.7,,,11128.83,558.3,73439.85,,,1193895.63,5657.17,,,,,468009.42,,,,3043.13,,,3845,,,,,,26618.91,19720.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,20500,,,,,,,,,,,,,,,,10042,,3309072.03,22610135.32,644168.66,5528407.24,3390216.46,26044.59,6222345.3,804752.85,226486.77,286114.52,9655286,1500.01,,3826361.58,26999.16,3269.9,1690.85,51611.9,,,,,,,
11/1/11,,9896013.05,19701.06,183567142.2,2480397.38,,,100829.54,,12975414.33,147581.46,,5738318.32,14265487,759416,,307009.06,376966.52,66670.75,5261857.53,98922.08,5904068.85,1459.47,932045.73,,514573.4,1543959.37,1485231.23,39601949.25,96517.62,1054433.47,29875680.39,,4415794.94,7743.11,2006093.26,1321234.91,1255628.33,5002029.26,,12158842.56,2445862.77,15631.88,,235244.01,40164.22,,4021860.61,25978736.94,4141406.64,29817681.74,67236306.69,1537006.08,2777491.86,66978780.26,28800,191339.33,,2110132.88,18589.17,250589.73,167019.42,308249.7,,401444.89,14825.59,638360.67,2672901.64,,109941.36,760723.48,951441.14,303507.53,1218618.98,1744603.6,140893.93,3350783.96,8714865.2,31913.69,2046997.07,29460451.75,11691616.05,1063008.11,138417279.4,2645210,21168988.02,34762022.24,202083.75,234580.74,28430.6,3448036.14,6214550.2,12842814.62,,15000,,4002221.81,1991896.76,,482798.4,891182.14,17222282.6,344774.79,2537656,1785247.85,,,67236.84,264014.66,4992490.35,9540.98,145558.71,335518.95,,1200261.94,6866548.95,11228267.1,160678.5,7000,,,3252849.26,1847625.96,134199.15,1141164.17,3809013.01,3327123.97,2644139.16,121927.91,,,10950265.02,201187.07,185229,3000508.6,1096313.82,16696144.39,15825100.77,3523286.78,48565.93,9154525.66,11343848.42,6558149.93,199027.5,5437.8,147734.98,1272621.78,2083034.65,,,3637211.15,,2800.01,135444629.3,686956.57,,1036.8,13693763.74,7055767.82,2210754.19,17244528.89,11750,,11899.3,4850,,,,,68001.93,609148.44,3999.99,,,5402.2,10996.53,,,,,1276358.69,,,1152747.32,,,,,,107967.89,,,,,2436.4,,,,,,,,,34814.42,,,,,,,,,,,,,,,,,,,,159935.1,,,,,,,,,,,,,,,,,,,,,,,,,,3523213.31,7489324.8,56662.06,3535559.14,4639488.78,,6025836.7,656634,68115.26,209567.24,7116176.82,,1281.25,7239078.37,56385.83,,,,,,,,,,
12/1/11,1559338.77,17600627.06,11877.27,251007417.2,4161269.61,3894.06,,232957.18,,14765662.79,181623.55,16380,11803772.49,22768866.9,1076007.37,,2262860.13,188828,514955.24,6458101.9,143759.98,6330776.65,13137.41,1292801.12,,286907.28,2630244.12,1630076.41,97927075.03,255584.99,1175762.55,37783529.58,,8971385.57,8619.63,1922037.03,1600699.14,1735109.69,9354695.57,,10512485.13,4096884.68,23312.75,,165218.55,596814,,6087294.4,40114212.03,5259642.27,40202843.56,73762717.55,2633470.55,1349567.15,85618100.51,83672.46,272482.47,,3208955.15,13699.74,482863.68,153422.67,491033.85,,454740.69,71762.88,405890.45,3131957.26,,1565337.87,745887.56,1261746.04,679144.22,1903701.15,2091158.29,48125,4036338.77,23863309.24,133854.71,4878393.65,40551704.51,23656458.79,1238934.46,138708303,4791351.2,26067991.9,43481519.4,101394.98,182676.94,106347.53,11752317.17,7041177.88,12606155.81,,34559.62,,6268048.9,2033525.64,231915.53,3036140.38,1037444.27,19433115.84,,2085767.61,1901295.65,,,4073.22,564624.1,6237741.03,55800.48,791472.08,714886.18,,1219844.71,10260668.39,15192921.46,3539298.49,1594.84,,,3506067.7,2633665.25,183102.63,1868939.84,4956111.19,3458965.87,2773666.26,268333.11,,,28411378.22,38081.26,252880.66,14064438.06,1388621.15,26615457.59,27097003.18,3524660.44,194578.04,8004126.99,15997069.87,6630902.29,118536.75,,36996.71,1314387.63,6185891.92,,,3351868.47,45399.93,93862.03,81937393.47,1089621.93,,219825.93,18349391.06,10273867.47,3446955.45,25614987.55,22726.26,20148.91,,,2436.01,,,32049.77,105985.98,930036.86,,8126,,2815.2,,,,292,,2674677.72,,,6574230.86,,1350.5,,,,309735.08,,,,,131388.54,23799.76,21358.42,21524.13,,,,,,10857.23,,,,,,,,,,,,,,,3629.98,,,,,73164.26,,,,,,,,,,,,,,,,,16625,,,,,,,,,7600331.79,15826826.71,1608750,5478803.32,5902475.61,72500,6933898.71,1353565.03,250986.77,394650.82,10967770.06,3193,5310.05,19201388.78,56353.01,1042.5,36834.97,,,,,,,,
1/1/12,717236.94,30710229.84,5793.94,267239323.1,4741384.79,2633.87,,80578.61,,26431540.23,133458.05,37480,19741976.9,18870767.26,811802.96,,1947038.19,210626.37,830708.39,7593775.47,125433.59,8730317.01,22904.85,1104347.19,,1214743.86,2466543.83,2990697.96,185686777.3,116386.78,1414767.15,41656566.16,,7578953.15,24281.04,2902460.71,2535118.63,1672566.56,25447127.81,,6597739.16,2766255.02,155336.48,,290280.74,94052.27,,7684009.3,45047334.94,5587585.04,51310192.33,95220733.63,3017550.94,1346238.96,100561945.7,104918.02,300987.51,,4403587.17,6504.29,697272.55,63261.64,702017.59,,853261.27,,359645.52,5208424.11,,3561967.44,754959.4,1958249.89,430905.6,1866360.44,1752723.74,46430.4,5888973.24,10590254.06,240342.38,5413819.4,52622771.28,12650103.34,1875923.53,120342469.7,7530244.32,26676743.13,47690439.22,209135.13,381495.26,36417.96,7146450.86,13030003.21,25582270.81,,49679.72,,7570356.37,2508533.11,193129.63,452629.62,930098.34,51199115.52,,3657067.42,2202812.31,,,15355.08,875289.21,6669678.92,47278.98,2826190.82,662083.25,,4121125.32,8010384.84,23784075.41,1112704.81,275900.01,,,4438660,2207399.3,242187.61,1797360.1,7010785.04,4350529.55,3513224.81,291378.69,,,29430725.63,112280.64,651648.67,4613986.57,1065530.8,34802109.02,35245746.86,4462270.48,5355,9434075.96,16251316.27,6202188.99,174713.35,17359.98,27732.87,850148.87,4084796.65,,,4184335.24,76786.82,13571.67,257852171.5,1375891.96,,844772.92,22419965.03,8872595.72,3449616.82,24852442.51,,2984.96,3627.9,,3021,,,,389666.06,505571.31,108136.31,,,1789.42,,,,108036.67,,1010905.17,,,3213817.21,,,46727.43,,,255305.07,,,,,,,,3693.8,,,,,,1772.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539441.45,28156232.58,3982617.18,5072046.94,6581908.96,18336,6726587.56,3947852.87,354393.54,284060.02,9735121.27,,,12903928.62,173414.5,,24399.62,88038.75,,,,,,,
2/1/12,560270.32,29521775.86,3257.03,266277686.4,1339406.5,,,97207.26,,23121890.7,106444.25,,17949088.98,21306563.18,1183085.6,,2089176.4,274440.6,1103780.75,5787024.2,238434.45,8001989.93,6599.98,1309651.4,,853721.23,2107707.55,2782814.47,222837356,131114.39,1024098.62,36692639.83,,7466940.95,16868.28,3712152.18,1895458.79,1692632.07,42773194.83,9155.49,1990521.36,3857498.2,73828.11,,176256.03,351597.32,,8240310.67,40627352.12,4598209.45,42936762.93,91039118.12,3082350.41,1290261.18,95736843.82,384296.93,181388.9,,3760376.82,45479.82,339998.72,50836.04,1079563.95,,1050661.46,9391.44,401243.11,5111369.17,,1528954.14,776527.48,989314.95,629578.56,2209540.59,1894412.78,149295.52,4768054.23,12762160.61,129852.77,5049367.14,45065786.82,15815136.95,2268123.4,124014521.8,5852631.53,22830286.69,39032337.19,222977.28,339772.88,47396.57,7144210.9,15306121.04,34941513.88,,46122.52,,6838233.94,4079902.42,154929.53,310873.88,1358933.41,55059783.47,,3265116.12,1462458.21,,,68641.99,864154.4,6801175.5,77999.99,7388091.35,1207029.69,,2330918.59,4291491.25,32638801.44,1489548.75,43072.48,,,2534904.45,2306472.58,138289.06,2809788.19,10174859.33,3606156.69,1805530.28,346106.61,,,22069673.78,71914,291383.23,11673100.75,2934781.73,36535117.66,48852732.58,5527473.68,119956.59,7873556.92,16076134.6,3456559.27,183036.96,19779.73,204644.63,1206276.75,3309140.05,,,1445058.52,89226.99,81447.08,295802840.8,1357847.87,,376283.46,22904084.16,9903866.85,3253806.53,19152758.37,62343.96,12814,2526.73,,1299.97,,,,768145.18,670474.92,,,,,,50169.27,,51363.8,,1407686.52,,,2838997.76,,,22449.88,785,,69057.33,,,,,,,4259.87,335,309.16,,,,13650,43202.43,92147,,,,,,,,,,,,,,,,,,2035.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4728523.35,40324435.75,2140799.76,5543314.28,7663011.81,5520,6040351.06,3098761.4,99256.9,228962.62,12588223.65,,,8480947.27,9999.03,4526.07,159747.92,60561.75,,,,,,,
3/1/12,97745.3,18708769.37,5819.82,288343810.3,2936938.28,37699.63,,33920.31,,24272730.52,91545.67,25757.5,15945396.39,22803699.84,1126941.99,,2197903.74,191729.86,938355.07,7169271.2,344180.79,7187009.99,212083.72,1701296.54,,1420430.14,2161554.04,5974208.85,250666122.2,180425.67,1540168.13,36360747.69,,8853674.64,16779.98,4173325.33,2140068.78,2686685.39,38703146.91,,997609.55,4009691.71,60053.89,,293595.16,219493.8,,10558690.23,36081348.35,7973657.95,32509213.74,76505676.36,3727074.9,1628935.95,103416030.5,483841.34,211765.07,,4072986.68,69822.3,643535.15,302976.71,809482.75,,672619.41,,209010.93,4654241.86,,1565285.53,945220.76,935423.11,234362.23,1829136.03,1947445.2,74792.33,4100201.83,12547221.66,202222.54,5887253.54,48399327.14,6247686,2781790.69,144784039.2,3811418.88,21737651.79,37809824.83,521826.78,810677.7,51718.32,8072259.77,17079191.1,40268227.43,,44576.43,,7881522.22,6445952.24,109763.81,339293.53,1020617.91,71854031.14,11574.8,4114213.7,1859849.88,,,28807.76,757985.41,12431553.46,96400,4259431.31,819873.28,,2191732.66,4429694.04,32170728.8,13435491.06,1200,2818,,753551,2599224.45,156059.71,1902062.43,13091524.33,3191179.41,5126684.73,61130.28,,,13753632.94,,23777.5,841890.67,2154004.86,39176770.72,32552050.16,6486557.83,225208.9,6531349.64,16712816.72,1988627.05,307525.31,27075.59,241136.34,1083336.89,5173613.99,,,1662440.34,57479.9,,179653788.1,1082345.89,,473373.1,26627072.66,10517174.93,3825261.3,20201150.67,,2021.21,1484.99,,4567.92,,,,174466.83,828427.47,,,,14108.16,48442.34,,,,,2703722.98,,,2587812.1,,6041.25,,,4152,934220.67,,,,,4300.78,,16146.18,1381,,,,,16720,54349.43,,,,,,,,,,,,,,,,,,,,178667.56,,,,,,,,,,,,,,,,,,,,,,,,,,5582471.51,60570107.89,,5122823.48,11541598.31,759.97,5290234.14,3081370.72,70523.48,353775.16,14625428.05,6785.98,600,5243384.87,108310.86,,88184.43,59080.19,,,,,,,
4/1/12,767100.74,19233630.21,4041.99,313333516.9,3040508.84,17739.71,,85155.19,,21055588.95,174194.88,,13041537.45,22388089.01,709176.45,,1506691.75,2037832.74,881816.46,6047398.26,467477.35,5568026.34,89722.37,1512687.78,,1465915.35,1408999.24,3121348.31,252794563.6,351530.97,1377269.39,39583899.14,,7815489.42,8986.3,4231720.14,1679498.36,2633599.41,28434774.36,10773.5,388088.86,3657284.51,196421.41,,191002.19,,,10693137.67,48437406.34,6630676.13,31794190.32,83522356.05,3005209.04,3682978.58,103268124.9,78136.04,120165.55,,5239836.19,29316.28,1364624.47,178366.61,1036539.82,,401988.25,1786.03,436390.48,4542235.31,,2140235.01,833914.55,1035184.27,307786.83,2067522.01,2303403.77,169287.57,6105393.03,12645686.59,387525.94,4222314.54,46513470.79,10553789.75,3296779.93,161132966.4,4202456.81,24764032.67,36134840.07,487372.09,311232.48,33576.82,6035587.52,17780384.91,43564310.82,,3685.3,,6871923.56,7601186.21,289916.99,450751.82,1510848.22,62634014.5,,1723662.94,2091477.06,,,945.95,265063.47,11264568.91,99495.15,253496.87,1174297.67,,305428.11,3890558.86,27317805.88,3402431.91,70667.56,,,834291.49,1907480.58,344120.33,1644820.72,11085762.88,3153895.37,981672.33,318320.75,,,14162436.05,59211.69,270032.9,662221.88,2787627.55,42541177.57,35118665.14,5523607.78,,6141926.11,16871238.56,2380040.21,369752.62,,186727.7,1534671.38,4110112.32,,,1523230.34,6011.95,,243101702.5,1201695.52,,795693.4,24359858.58,10126093.96,3069783.34,15984368.1,10673.04,,,7380.56,,,,,192673.12,820955.15,8575.8,,,12848.14,5047,29195.59,,26441.19,,2027871.18,,,2100736.73,,,,,,277779.22,,,,,,,57860.01,,,,,,,113157.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7034527.63,35695138.44,80984.82,5632485.55,9474755.64,5405.06,5092863.82,2004284.93,470400.35,370825.19,14917895.36,,,7395281.62,7594.87,13030.13,605075.19,59156.46,,,,,,,
5/1/12,476288.46,18881833.26,3974.22,340241250,2901699.31,14869.25,,25384.49,,11526385.07,555946.77,,12711384.91,24233031.76,764211.9,,780663.51,1319286.08,1228190.62,7222214.44,424594.07,8767979.11,17153.48,1951176.76,,1194410.48,2834506.7,4336470.97,220227565.4,144152.24,1459718.87,42600476.92,,7822905.6,,4340458.36,1271249.41,2316506.97,15722446.55,1200,202930.54,4618430.64,70327.03,,133468.3,112061.78,,11016956.52,35732844.15,6214709.14,35649504.63,75317720.37,3572547.94,1458956.11,101525358.1,409677.27,303897.82,,4440179.55,5599.9,976979.63,115830.22,1560401.06,,940374.64,,764821.26,4991548.33,,969151.56,3079054.14,2519670.34,654974.21,1528815.46,2653679.97,177074.99,6671645.81,14690251.47,256159.84,5494281.1,48446386.46,8267509.44,2280798.42,186892703.6,4563500.92,33168130.52,44752597.21,780864.25,551827.48,8708.66,5781399.97,16001265.5,41756452.9,,103489.71,,7532292.69,7507091.93,143997.02,394384.19,539199.76,58687619.81,8400.01,1983485.38,2105833.14,,,13852.78,904596.68,7822654.43,27510,1147563.69,1457829.63,,713000.88,3040959.48,20908979.38,374446.93,146551.07,,,1784883.99,1568660.33,454345.48,2472049.35,7453420.35,2446366.41,988399.53,314159.76,,,12814744.91,8254.73,168975.96,987758.02,2411077.67,39759728.22,26165815.16,3591724.21,34727.78,5834161.74,19335798.14,3866911.6,364753.48,6720,152898.92,827241.39,3409742.81,,,1215958.12,53228,176008.98,217552636.8,1466300.52,,1049398.41,21416620.19,8771337.44,2554290.43,12912669.08,1108.75,65004.9,7614.95,,,,,5299.94,234765.64,431946.6,,,,6672.32,96300.39,105575.21,,,,1664250.76,,,2172125.47,375.83,,,,,565150.37,,,,,6684.97,2799.97,93258.33,47048.6,,,,,,7279.92,,,,,,,,,,,,,,,,,,,,113697.68,,,,,,,,,,,,,,,,,,,,,,,,,,10439174.63,43464494.58,903607.87,6231841.96,7006916.92,12382.71,6048629.49,3029491.26,47960.57,224860.73,16040871.9,1433.94,2467.5,8334290.08,131072.54,,464078.22,,,,,,,,
