DATE,LIBERIA,EGYPT,BERMUDA,UNITED STATES,ARGENTINA,SWAZILAND,NORFOLK ISLAND,NEPAL,BAHRAIN,INDONESIA,EL SALVADOR,BAHAMAS,AUSTRALIA,KENYA,CROATIA,SOUTH KOREA,GAMBIA,AZERBAIJAN,LIBYAN ARAB JAMHIRYA,KUWAIT,MALTA,SWEDEN,BRUNEI DARUSSALAM,URUGUAY,CENTRAL AFRICAN REPUBLIC,DOMINICAN REPUBLIC,ROMANIA,JORDAN,CHINA,REUNION,AUSTRIA,BELGIUM,NAURU,BRAZIL,ICELAND,ALGERIA,LEBANON,"VENEZUELA, BOLIVARIAN REPUBLIC",VIET NAM,BURUNDI,SOMALIA,SINGAPORE,ZAMBIA,TAIWAN,UGANDA,ALBANIA,UKRAINE,YEMEN,TURKEY,CHILE,NETHERLANDS,GERMANY,LITHUANIA,ESTONIA,UNITED KINGDOM,HONDURAS,FIJI,NETHERLANDS ANTILLES,SUDAN,RWANDA,GUATEMALA,MALAWI,MYANMAR/BURMA,WALLIS AND  FUTUNA,ECUADOR,BOSNIA AND HERZEGOVINA,MALDIVES,IRELAND,PAKISTAN(EPZ),ANGOLA,SWITZERLAND,SYRIAN ARAB REPUBLIC,ZIMBABWE,SLOVENIA,TUNISIA,HAITI,BAHRAIN/KINGDOM OF BAHRAIN,OMAN,COSTA RICA,FINLAND,ITALY,PHILIPPINES,NICARAGUA,AFGHANISTAN,TOGO,FRANCE,SPAIN,PARAGUAY,CYPRUS,GUYANA,MOZAMBIQUE,JAPAN,"HONG KONG, CHINA",YUGOSLAVIA,ERITREA,CONGO,DENMARK,COLOMBIA,CUBA,ETHIOPIA,BULGARIA,BANGLADESH,NIGER,DJIBOUTI,CZECH REPUBLIC,KAZAKHSTAN,CAMBODIA/KAMPUCHEA,BOLIVIA,SLOVAK REPUBLIC,MEXICO,TURKEMANISTAN,GUINEA,PANAMA,NORTH KOREA,CAMEROON,MADAGASCAR,SRI LANKA,IVORY COAST / COTE D'IVOIRE,PAPUA NEW GUINEA,ANGUILLA,KYRGYZSTAN,COMOROS,MAURITIUS,TRINIDAD AND TOBAGO,PERU,THAILAND,NORWAY,GHANA,SEYCHELLES,TANZANIA,IRAN,RUSSIAN FEDRATION,NAMIBIA,UZBEKISTAN,SENEGAL,NIGERIA,SAUDI ARABIA,INDIA,GREECE,BOTSWANA,QATAR,CANADA,BENIN,PUERTO RICO,MALI,JAMAICA,HUNGARY,IRAQ,EQUATORIAL GUINEA,POLAND,MOROCCO,BELARUS,SURINAM,UNITED ARAB EMIRATES,LATVIA,SAINT KITTS  AND NEVIS,LESOTHO,SOUTH AFRICA,PORTUGAL,NEW ZEALAND,MALAYSIA,ARMENIA,BARBADOS,BELIZE,CAYMAN ISLANDS,CHAD,EAST TIMOR,EUROPIEN UNION,FRENCH POLYNESIA,GABON,GEORGIA,GRENADA,GUAM,HEARD ISLAND AND MCDONALD ISLA,LUXEMBOURG,"MACAU, CHINA",SAINT LUCIA,WESTERN SHAHRA,GUADELOUPE,UPPER VOLTA/BURKINA FASO,MAURITANIA,SAO TOME & PRINCIPE,FALKLAND ISLAND (MALVINAS),SIERRA LEONE,MONTSERRAT,TONGA,CAPE VERDE,SAMDA/SAMOA,FAEROE ISLANDS,SERBIA,MARTINIQUE,VIRGIN ISLANDS U.S.,AMERICAN SAMOA,ANDORRA,ARUBA,COOK ISLANDS,MOLDOVA,MONGOLIA,ANTIGUA AND BARBUDA,GREENLAND,ISRAEL,GIBRALTAR,NEW CALEDONIA,LAO PEOPLE'S DEMOCRATIC REPUBL,MAYOTTE,VATICAN CITY/HOLY SEE,CHRISTMAS ISLAND,KIRIBATI,SAINT PIERRE MIQUELON,TURKS AND  CAICOS ISLAND,TOKELAU,BHUTAN,TAJIKISTAN,REUNION ISLAND,FORMER CZECHOSLOVAKIA,TUVALU,VIRGIN ISLAND BRITISH,PALAU,SOUTH GEORGIA AND THE SOUTH SA,SAINT HELENA,BRITISH INDIAN OCEAN TERRITORI,MYANMAR (BURMA),SOLOMON ISLANDS,MACEDONIA,LIBYA,TRINIDAD,EQ. GUINEA,PAPUA NEWGUINEA,LAOS,KIRGHIZIA,TADZHIKISTAN,UNITED STATES MINOR OUTLYING I,YT,"MICRONESIA,FEDRATED STATES  OF",BOSNIA,SVALBARD AND JAN MAYEN,MARSHALL ISLANDS,FRENCH SOUTHERN TERRITORIES,SAO TOME,LIECHTENSTEIN,KURDISTAN,BOUVET ISLAND,FRENCH GUIANA,SAN MARINO,MONACO,PALLINN,NIUE,SAINT VINCENT AND THE GRENADIN,VANUATU,"TANZANIA, UNITED REPUBLIC OF",KOREA REPUBLIC OF,GUINEA BISSAU,POLANO,TAIWAN/SEP CUSTOMS TERRITORY O,KYRGYZ REPUBLIC,PAKISTAN,CAMBODIA/KAMPUCHEA DEMOCRATIC,"CONGO, DEMOCRATIC REPUBLIC OF",KAZAKISTAN,IRAN (ISLAMIC REPUBLIC OF),"YUGOSLAVIA, FEDERAL REPUBLIC O","KOREA, DEMOCRATIC PEOPLE'S REP",UKRAINIAN,CONGO REPUBLIC OF,FORMER YOGOSLAV REPUBLIC OF MA,TAJIKISTAN/TASMANIA,KYRZYGHISTAN,GERMAN FEDR REPUBLIC,DOMINICA,PITCAIRN,"MOLDOVA, REPUBLIC OF",MONTENEGRO,MACAO,CURACAO
11/1/06,93350.46,11306520.25,18038.83,597672040.1,7922052.39,98432.33,,115314.32,437131.46,10600097.71,1602876.9,18110.48,20533853.94,16816751.46,1022216.15,19592389.54,354146.75,958208.34,720637.51,14466270.65,262477.65,15860263.97,10902.42,2258680.68,46886.2,1918791.81,2513767.37,4164690.03,61731228.5,569167.63,6177571.23,59258152.51,,9542232.45,84092.82,4689102.09,1860920.02,4126485.46,7167371.52,,484119.76,14601557.99,324559.39,8448052.4,1604172.85,17217.5,4767969.17,4759603.57,71167195.82,11682588.35,68867189.59,106930627.9,4459176.33,1858943.32,150147262.8,1437236.36,120077.56,79130.6,4779397.89,10460.08,4126792.8,154522.41,243942.04,,760900.96,44915.66,397268.17,6362601.49,23592707.49,2891046.82,2962334.32,2207125.28,131146.88,889179.51,1449703.72,1302096.7,6912626.76,10388160.27,2323752.79,7218022.28,96686281.38,5410773.31,1749120.96,56509904.25,486926.09,58169314.89,95652234.96,348160.86,983812.4,121347.61,5753769.47,15324447.49,72295372.45,130714.71,,1049972.28,8835054.4,5550358.3,104984.36,279030.19,302547.33,42245449.76,4968224.43,522326.71,3105644.54,3362505.71,3009648.4,80208,280865.45,11994646.03,,10069297.72,1531165.6,36588.02,7897826.11,5062257.66,26348439.37,184093.93,48599.86,,176688.53,30208,7588725.93,664402.44,2127452.21,7454494.21,7173378.29,588719.98,76366,4241426.96,14080489.19,14474522.85,12844.04,679818.97,620581.79,11985831.8,50411981.17,84754696.29,11576341.2,,14579952.22,28281914.65,5578643.62,838072,,355711.97,2963273.7,4288622.04,213767.56,9554588.58,1379935.56,35200,16681.85,168597929.2,731203.33,,912741.64,42555534.1,25643916.34,4571140.39,8792992.92,177449.97,4655.56,,,59000,271583.2,206306.18,,50823.92,15714.1,6401.53,,45264,,22346.48,157457,,,,,,,13346550.17,,,,,,159216.21,,17600,,,,,,,3600,,,27288,1079.94,,,66275.5,,,,,,,,,,,66900.21,,,108751.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/06,,8791041.99,1201.98,685825460.1,8644863.91,101566.55,20286,86582.7,526339.82,12555558.87,3010510.81,,25112646.18,16831493.24,1109822.57,18151170.92,724173.71,3360717.02,1062226.18,15471823.81,619431.81,18003581.74,116467.75,879569.25,4800.01,1200633.8,2272473.51,3331049.29,92320303.59,350790.44,7675450.49,69836344.37,,8724148.17,55229.39,4471052.42,2189989.34,2555324.11,4852262.41,311351.52,395163.81,8196486.18,307745.5,8263291.86,1481890.5,,7623248.43,6487977.11,60905808.94,11305928.1,67615154.98,139818063.4,4770352.78,2852505.12,174348517.8,1898394.65,115292.13,60223.96,4440948.8,131356.4,4084298.22,203933.95,232470.83,,668965.3,137007.37,651058.14,6920065.22,19587895.21,1812472.56,3618213.81,1238829.76,85374.39,1344797.97,1929420.27,2876313.67,6926472.14,9944654.04,2211316.35,7908254.82,110770176.6,6092147.72,2610406,46676775.64,1162220.98,68023792.05,100623023.2,496753.93,1033438.15,43643.69,8222362.28,23933834.72,72553781.34,327879.52,165659.65,2808151.18,11608819.14,5659198.28,,424459.18,408490.25,40040418.2,3329160.17,1313723.94,3803380.3,1971802.56,4191790.14,23400.12,378619.7,9254047.52,156929.98,1123585.17,2840488.84,134039.92,5615793.13,6717723.94,30034996.12,29063776.3,3278.13,,79718.98,6572108,6296654.06,794597.35,1482575.96,8966839.6,8626321.51,6704967.52,163257.98,3920600.04,16053417.38,17014436.28,743313.72,227935.9,262825.52,3355881.52,52422550.36,95054939.95,15095236.96,,15031839.98,34073168.71,7278584.47,607486.96,,209326.94,4786989.65,4523998.4,363633.86,8553640.13,2203063.04,632730.21,,189339566.9,688692.31,,355630.02,42754520.3,31307972.81,7798929.99,9220004.52,111690,39378.08,,9320.49,2415883.74,,226189.01,,,97738.32,,,,130966,,6977.95,3955.68,,,536844,,,2904258.4,2228.4,,219120,,,135019.61,,,,,199863.79,,26094.08,,,,,5711.72,,26880,,,,,,,,,13954,,,,,,,35603.65,28540,29083.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/07,2500.07,8620214.76,,473032747.1,5590763.51,100282.35,,283055.66,668317.18,7612038.33,1283069.41,6703.19,17703981.49,16107134.81,1580033.19,15680826.76,189970.32,510866.14,724308.65,10075175.7,448567.74,19737145.13,279781.99,485969.94,,1394060.35,1237030.14,1288298.7,67635955.53,417137.02,8512836.08,46933449.7,,6832575.61,95527.84,5427225.14,2143327.52,2706516.88,5349057.54,,567637.07,5454871.08,,6270991.44,1687764.15,,7035302.96,7486495.72,58187854.34,9672424.04,67096760.82,99718897.62,2437158.9,2001624.31,125618144.8,1862366.61,130587.09,,2301567.81,120000,2069204.52,31191.04,253447.34,42964.49,275385.2,8984.48,835818.97,4162034.73,13357403.68,277979.05,2255775.77,1491172.14,546700.86,1694671.72,989849.88,936824.16,7182212.91,13243508.51,1917067.98,7299345.05,101455349.1,4177815.18,3761547.38,41584487.86,624838.14,47305013.74,66477818.64,704075.53,625744.7,,15331424.6,13541000.53,57152798.37,44299.94,30800,799974.71,11058198.76,4284180.51,,447411.07,551744.81,29930127.36,2882753.41,2644925.62,2373344.78,657495.08,1705807.36,59940.21,217449.8,8660449.99,218072.6,9689956.51,477006.49,272372.75,1266874.3,9180948.02,26343953.65,112644.26,,,127190.93,64416,4027160.45,324938.79,1156736.55,6764947.28,8318920.72,545720.72,44098.22,3177376.94,34271406.59,20981986.58,24802.38,338560.75,538771.95,2321575.09,32029664.59,55832857.13,13772901.14,543900.07,10859640.98,25735564.25,4364421.5,81600.1,,222286.32,3766523.08,9836207.34,102450.25,9513048.73,2285897.37,906564,39916.4,195533097.1,351612.98,,1445285.62,29650277.75,26727888.78,4500683.58,10006008.33,,14139.99,7004.21,,60900,,61541.27,,,281320,,,,,,96552.3,,88580,,364469.99,107208.48,2134,92000.06,,,,,,35544.51,,,,,,,11962.57,,,,,,6418.03,,,,,,,,,,,11736.95,,,,,,,,20507.1,6514.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/07,,8017869.38,14640.08,447133854,5681766.52,125708,,269728.61,1894471.55,9768242.97,2701312.41,5004.19,16307282.54,13874331.34,1092272.32,13755264.17,284337.74,1453977.2,475330.96,13867131.5,375503.3,14332322.14,,356130.91,,1315462.4,1321440.06,1951942.58,55861106.69,,5529927.96,40859800.5,,5301836.53,,3279993.15,1702372.78,2088263.53,5854059.15,239900,161205.82,13610685.67,4000,29355214.38,764314.7,2458.8,7149648.96,4224789.73,53545251.67,5466099.05,54562187.69,95839918.53,2504806.52,2808759.96,120484308.3,1249147.84,59954.6,32782.16,2333181.26,11757.59,1130881.48,114020.66,81556.64,,378036.37,35693.55,490425.93,4650725.23,26048897.87,317575.9,2532757.32,965870.54,130039.89,1148840.78,1658092.05,14063.93,5643956.17,8747667.91,2730442.7,6687195.02,86705800.27,5186800.47,3373527.31,54333996.98,3752554.42,40356645.36,58383552.6,503136.97,504555.28,44627.99,10973802.12,15221887.83,58943674.56,43267.81,960.01,612728.24,7794154.95,6150681.54,48609.92,381586.82,372781.31,27060685.85,709459.98,449333.58,3136440.58,1666180.59,1580319.51,39236.53,578202.25,7753064.35,171914.04,3903257.16,909925,102416.46,1331791.81,14357478.93,31045071.15,20812732.2,1888.95,,100682.41,,2748131.43,249362.68,423643.84,6379564.72,8356902.77,2695893.14,40972.63,2562909.61,29651581.84,14907639.37,12925.69,331828.47,155418.71,2409617.55,31040072.87,16495000.66,13220914.95,4983.11,10750245.39,22417100.46,4089017.65,394475.18,,97301.79,3446378,4077729.76,249315.59,7888235.14,1390238.62,37855.86,436719.01,251237647.5,1294247.7,,317715.62,37312392.67,18134616.77,3812362.37,9974737.54,2446.18,29884.59,138999.99,3222,,,94858.05,988000,,104423.83,,,,3957.7,128802.69,219120.63,16420,,,,,,12173714.46,,,,,,,,,,,12087.5,,,,7057.5,2494.49,,66048.79,28872.03,,,,,,,,,,47561.6,168303.7,77607.58,,,,,137736.35,,238738.41,,296606.15,15793.18,53716.16,59810.96,3975.7,193675.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/07,125623.29,10692637.23,18567.67,540785525.6,4952647.55,79654.52,,134714.86,2527880.56,11700079,3247668.83,,16961829.46,15112159.31,1332108.12,35724520.82,471006.51,2028480.34,1053022.22,13883536.75,414716.4,14270113.77,21525.56,463201.25,,914877.99,2052501.75,5315165.91,63855043.93,35966.37,6231990.81,45185894.33,,5165368.9,22317.73,3437053.58,2295850.56,5137885.57,8145755.11,,158728.92,18332906.91,43752.48,5911101.58,863034.67,,2953572.88,8581370.18,51227289.03,9318106.79,76938042.69,104255572.5,4509153.94,2965621.47,133777058.8,1019051.54,120646.03,,2708037.75,22324.12,1054374.62,75376.28,221275.16,,377683.65,49951.76,527458.12,6320910.16,14549919.76,440701.83,3024481.54,1437177.71,244284.72,960865.7,1459370.08,283971.63,6983808.31,9626773.14,2104738.49,7919864.63,105560763.2,5098047.41,2648411.18,83712538.73,984678.53,46623896.82,60377233.4,470745.96,1426639.05,169159.72,1730846.13,14015221.9,76815981.82,15106.16,59693.39,507174,8043209.44,6453819.01,265557.17,477025.7,1129399.05,37531902.08,438030.02,737377.81,3226546.77,1069069.75,2801196.55,140003.69,675602.78,10365115.49,123272,249159.24,1605111.33,153374.12,1213859.72,29393889.31,22628639.09,7955334.91,,,139625.23,68968.4,2890454.99,305654.46,1149845.97,27535228.84,7040789.35,1008357.08,126225.8,2186254.95,20033660.15,11727043.27,50236.12,533808.51,111447.21,2154462.45,40402595.04,20718712.81,16452643.97,14255.48,9387304.04,23812266.8,3347369,307574.42,26163.31,292926.2,2870513.11,9132744.92,,9034459.61,1177768.39,90805.24,95173.86,278880481.9,663983.51,,312767.9,42910634.21,23189018.65,4498030.68,14077328.19,169.99,2820.09,251545.8,9532,,,,12612.29,24259.89,165229.46,17299.93,,112000,2077.71,,6006.01,,,,229087.01,,,17368.29,,,,,,247390.4,48251.72,,,950.33,,,17450.15,,2001.5,,,,18591.97,,,,,,,,,,124632,162653.95,93139.7,,,,184200.08,,,600388.76,,189046.35,87873.73,60428.15,150293.75,74867.12,,20961.58,46275.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/07,34432.05,8938337.92,9783.64,490172708.2,4978471.61,127349.04,282605.81,70771.91,2031006.42,11991299.72,2388820.6,,11618433.97,8557902.91,1286989.27,16483814.02,126976.05,1359841.01,810127.49,12989797.58,165042.4,12037703.13,,462922.56,,530553.42,2149135.4,3218832.26,65603625.06,597130.84,4378437.82,42234694.83,95899.92,4189356.28,72706.94,2746106.59,2166424.02,3756554.38,7838793.2,,776828.37,5053915.58,161557.73,5611284.76,1699791.92,1350,2216708.46,14269419.63,49154288.41,8139874.54,48575235.21,92098241.24,4158836.32,1893790.41,122021423.4,581139.09,42272.88,140396.46,3483525.69,44991.49,735092.68,1009265.5,283854.94,,476198.55,238934.46,225203.97,5461138.95,17249215.17,369661.68,3010033.21,713460.77,500504.12,1198114.18,2173713.85,261129.65,7184905.84,9263869.03,2829272.56,5569019.52,78438217.51,7999522.04,1782389.09,114891649,848661.34,48386028.59,60270692.39,606981.54,1077383.06,22492,13582267.71,15150762.92,74221401.14,31661.75,,418450.84,7017348.32,5899174.08,836432.24,281694.14,492264.67,45985881.51,877461.79,3063821.12,2373337,808315.28,2278433.84,22617.61,366066.61,9673458.07,101558.08,1232531.98,2184743.36,272965.74,910453.05,22518963.39,22176848.33,9588874.44,,,188622.67,536024.47,3365461.58,399262.19,781428.69,4483280.88,4563018.08,925697.1,55942,6246682.23,20442769.73,10294945.56,744210.49,493271.54,467041.32,1661751.45,35078408.18,36195838.91,12578345.14,212265.6,9178259.75,23272484.21,2946968.73,241974.58,,453805.5,2641399.71,11003490.71,,7718569.77,918816.85,56340,357915.66,312035461.4,744427.1,1433.99,404415.65,44835083.2,17594519.42,3181482.98,9901549.23,,58407.85,5141.67,,,,11835.94,,45991.92,18114.33,,7434,,1075.99,17494.38,286950.57,1152.19,38656.96,,,,,9571318.37,,7854.07,,,,101728.61,,174331.75,,,,,5039.99,,,,,,,,,,,,,,,,,146072.33,173024.95,,,,,167735.56,,131891.45,,49833.32,,77177.14,117531.04,,,,38889.61,176030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/07,,7568744.53,20093.91,613012772.2,6844448.48,148858.21,,33059.88,1899740.18,12761849.19,2513176.81,117802.39,13657413.55,9093999.88,2208271.25,16750855.77,185418.41,853495.71,1038024.81,12047029.63,551304.95,15436032.67,1699.74,953605.3,,1273471.25,1136293.88,1966518.16,61657652.28,224693.07,4997392.2,48868288.44,,6334020.9,18631.84,3416136.44,1531520.22,4157755.06,9305886.7,,1017910.61,5320085.16,157834.36,5744749.35,1409397.08,,3572260.36,34550923.98,51545148.06,9367685.15,56451807.38,93552822.17,5314514.25,1921906.22,123072908.2,1104152.34,270991.96,,3249545.42,4461.73,844274.09,663527.4,752423.75,,169895.47,3698,337771.11,6650991.46,14055954.7,695785.5,2958948.18,1850145.33,865874.71,908033.86,1143135.85,568505.69,7398774.07,12223292.63,2779984.78,7875358.46,86572654.38,7486971.6,1473021.77,120550071.3,1775191.1,49394018.18,74828653.15,880376.02,614168.07,34446.05,5648538.86,10698657.84,72674439.23,98698.87,209231.96,631124.54,7583132.98,5738347.31,129252.42,642535.5,695637.98,39942523.85,112257.52,2952378.03,2377995.48,913311.1,2727815.19,11700.06,315581.32,7328919.24,107245.75,3307592.85,1736173.78,191745.88,650529.19,1184220.58,19597170.73,635150.45,,,166209.55,627926.85,3496985.89,362455.93,1489014.79,4212696.55,5537211.71,888595.05,127271.63,4261540.33,13427567.21,7762823.99,26160.93,521077.26,18640.11,2078653.14,36768340.66,164211635,11941431.37,24929.86,11650250.39,22005539.23,3375149.93,375735.2,5469.99,193439.7,2858130.45,10256268.23,748500,7241751.41,1588133.62,26406.19,57341.39,223007976.9,1172586.64,,325823.97,36707148.58,18596920.99,3068173.53,9600864.06,52574.54,29675.22,3286.14,,26331.75,,,4528,56592.89,332106.88,,,12674.42,,41235.3,14335.97,7140.25,72402.91,,,,,7373892.25,,,,,,247449.07,135158.35,,1014740.21,47103.06,7246,,19061.64,,,,,49997.74,5671.9,,,,,,,,,,,273103.99,22228.24,,,,,,,833454.79,,,146414.04,162227.87,117253.13,41554.44,,,,5000,48172.03,11125.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/07,7454,6963710.23,1693.98,370371064.9,3426981.67,37477.77,,30362.07,2144336.94,4893432.82,1865960.86,,8486156.14,8488705.25,554261.72,15242822.27,695569.52,690205.95,121740.64,8372574.52,225323.03,7066174.2,69913.18,481147.63,,863785.63,691365.71,2073381.66,60242184.9,13486.66,3132800.71,30074410.23,21014.88,3334041.98,13971.07,2385478.72,1276186.34,3164002.82,3509546.4,,532125.75,4488369.61,31152,5121034.75,610537.71,3030,1985468.27,8564320.35,39437777.07,6162962.97,38813065.74,57490943.57,2765491.64,927498.96,79757861.45,624229.3,29964.47,21236.94,1961009.4,2481.78,475767.68,38340.71,24444.53,,231434.41,,327364.83,2804626.15,8187728.63,549645.44,2463523.48,702289.5,232151.42,626250.22,852560.33,724287.22,3685317.93,7958347.17,894224.41,4653074.44,57412860.87,2830723.55,1452942.27,54645069.31,1175876.32,31377931.08,36712971.08,629854.61,886018.02,,2687576.7,8221049.87,57434412.69,23687.49,61049.03,573779.71,4822737.41,4331151.47,34382.77,84229.39,523470.64,19899519.65,1681032.96,2949575.57,1403954.44,289259.35,2142302.05,9999.36,68378.5,4290365.24,20699.2,233603.41,669482.15,35328.64,628298.27,678994.04,16249974.63,24611.9,,,128906.33,286864,3354670.13,211003.13,1630347.3,4640140.96,3282554.28,657059.12,22408.67,2033135.89,8332635.87,7026567.02,2039.91,163388.65,711681.68,869192.25,24085343.28,16573651.52,7201311.57,740.43,4724818.6,17485088.46,2734378.06,375630.19,607,4442.01,1784864.67,1744691.45,,3963804.91,688280.18,,129697.89,158509840.1,927901.66,,50744.91,24126078.93,12166682.73,2586634.08,5392546.36,,24594.53,48107.57,,26331.93,,5352.1,25860.16,,86743.37,139.21,820,,3178.93,14852.96,32343.53,,42074.24,,,,,23104.03,,40194.22,,,,74213.97,,,43202.43,,,,,,,,,,,,,,,5937.1,,,,,,160189.18,410717.69,,,,,,,153753.15,,,49533.91,42568.33,56086.93,39272.83,,,,,,,39173.82,6340,8133.04,21439.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/07,6486.94,8007357.24,4473.03,359996170.6,4015092.02,51297.59,,18435.79,3850611.69,3827218.91,919641.38,57929.6,9911332.69,6919893.04,1497253.29,15689776.78,96830.74,715629.51,267349.64,6147462.48,101008.29,7550109.63,69115.13,527469.5,,1045667.65,1468213.31,2699979.78,58441709.78,25186.12,1697310.61,30007528.09,,3559513.65,82117.52,1804815.07,826956.24,3020469.42,4129333.21,,142012.66,4858526.38,130841.94,8476546.27,113997.8,7764.38,2129178.25,8957365.96,44349264.39,5987679.53,37442642.47,68246609.9,2725704.25,1327905.78,83099953.55,1287228.08,89098.34,15178.24,4831082.5,60649.38,556654.79,96328.09,189721.04,,103717.3,7928,470625.4,2802515.64,11151676.04,809006.81,1191420.35,615532.45,224374.52,371727.01,600167.79,74226.85,3281920.35,10043618.29,1358123.01,5314697.03,55446045.95,5207877.98,1363641.34,66020231.27,1712963.94,30941030.01,36203863.41,539811.86,563142.32,7323.3,2267709.67,9658048.99,53374460.78,3472.48,20241.13,518187.5,5725156.13,4078818.86,,26280.4,1356467.42,17782443.16,406503.5,3009083.9,1311203.1,440484.38,1686356.57,26116.49,143822.4,4896418.65,51640,104380.72,1436359.91,9500,1206237.58,1339130.94,16197680.08,452536.82,,,36865.24,724361.65,4399985.15,128031.15,1150760.46,2960060.85,4086198.68,454338.81,30790.85,1557379.17,6366669.08,5484404.31,286509.15,325824.04,266276.41,555597,22985373.91,19023521.63,7815299.33,133180.57,8074868.67,18685498.49,3666897.46,137817.62,,174558.9,2058649.78,3265372.74,57449.65,5106162.77,1329574.06,,32742.5,125095975.2,774689.24,,144056.93,25941487.84,9780542.59,2594501.76,4559434.85,,902.43,14331.67,4841,943243.82,,,,22453.74,,,2269.99,,24130.82,40616.64,,,,,125920.7,,,29643.67,,1450.76,,,,20187.74,,,,,2700,,7768.56,,,,,,,,,,,,,,,,43018.12,12900.39,180096.03,,,,,,,138257.1,,,44756.98,364906.9,198782.61,,,,,1985,15456.89,,,,,,37384.44,1656.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/07,39822.29,6328959.92,15884.94,321757182.2,3260655.64,20763.89,,76406.6,3190766.26,3103925.67,1185851.49,,10040681.08,5742203.06,367024.51,15352037.16,151639.98,747212.22,59812.44,7201124.87,98180.05,6002463.67,14655.14,344360.12,,870986.22,1633229.1,1336629,41775246.64,70115.37,1415698.79,32012900.27,,3821208.06,12342.01,1093534.69,752515.35,2648093.82,3948346.32,,122665.05,2525038.38,60253.64,4700188.62,78151.8,,2294654.76,6950161.43,36136215.78,6336841.64,36058826.31,57081639.71,1823708.99,1278754.89,78244271.72,1019891.65,63796.64,10870.54,2717612.65,200,628441.99,202192.27,43000.43,,771556.25,15047.5,352084.76,3774155.04,7433359.98,207246.08,1713140.01,910658.33,224090.97,683740.53,803801.89,430231.79,3970104.44,8316887.08,1597085.2,4552128.02,51939400.91,2547145.79,1323133.34,86140755.82,798014.92,23347130.84,39968246.98,477869.6,522339.8,34690.05,208230.16,11602719.21,43038877.42,25886.49,87081.38,477092.83,5809302.8,2581555.92,107905.85,14345.73,869780.66,18330610.79,756050.06,4114185.76,1669366.46,314402.32,1082494.87,,290284.26,4906732.55,52816.44,27636.21,1073064.24,28123.75,427135.49,5723184.33,14529392.6,448248.02,7814.88,,125005.45,315368.4,2632244.87,591594.44,850403.76,2365496.01,3220623.98,454152.97,41521.65,1574412.94,9233970.99,6888298.06,1501.01,132882.58,128065.24,869147.94,21982313.51,17030177.28,7339728.71,161213.22,6573847.35,15854843.27,2625256.91,224012.93,,83215.49,1764605.22,3396978.17,,4400926.57,843072.01,,,133852257.4,552290.53,399.99,23218.46,18246644.12,12346382.6,3073330.82,4782702.32,832.43,1103.45,3180,3706.99,116794,50.13,,,,141302.5,,,,3140.19,23774.1,1259.99,,68593.45,,,,2050.71,103171.26,,,,,,3598.9,,,18115,,,,17399.98,1274.95,,,,,,,,,,,,,,,,341682.56,243398.99,,,,,,,150067.14,,,75188.55,97243.59,183395.07,14295.62,,,14488.55,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
